"","player_id","player_name","pos","team","games","score_total","score_avg","score_sd"
"1",12894,"Patrick Mahomes","QB","KC",18,433.38,24.08,6.48
"2",13761,"Josh Allen","QB","BUF",18,423,23.5,7.77
"3",15581,"Jalen Hurts","QB","PHI",16,388.5,24.28,8.21
"4",13325,"Austin Ekeler","RB","LAC",18,387.7,21.54,8.62
"5",15540,"Justin Jefferson","WR","MIN",18,378.46,21.03,11.77
"6",12892,"Christian McCaffrey","RB","SF",18,373.26,20.74,8.09
"7",15532,"Joe Burrow","QB","CIN",18,368.58,20.48,7.9
"8",12197,"Tyreek Hill","WR","MIA",18,355.5,19.75,10.2
"9",10295,"Davante Adams","WR","LV",18,348.8,19.38,11.45
"10",11329,"Stefon Diggs","WR","BUF",18,344.6,19.14,9.89
"11",14673,"Josh Jacobs","RB","LV",18,337.3,18.74,11.77
"12",9360,"Travis Kelce","TE","KC",18,328.1,18.23,7.76
"13",15523,"CeeDee Lamb","WR","DAL",18,319.8,17.77,8.15
"14",9372,"Geno Smith","QB","SEA",18,318.5,17.69,5.48
"15",12042,"Derrick Henry","RB","TEN",17,316.56,18.62,8.08
"16",14694,"A.J. Brown","WR","PHI",18,315.1,17.51,8.82
"17",16242,"Trevor Lawrence","QB","JAC",18,307.8,17.1,7.92
"18",13802,"Nick Chubb","RB","CLE",18,304.6,16.92,6.98
"19",8625,"Kirk Cousins","QB","MIN",18,304.58,16.92,7.06
"20",15516,"Justin Herbert","QB","LAC",18,301.08,16.73,5.82
"21",16262,"Justin Fields","QB","CHI",15,295.98,19.73,10.25
"22",12102,"Jared Goff","QB","DET",18,295.78,16.43,7.95
"23",14668,"Daniel Jones","QB","NYG",16,289,18.06,6.94
"24",13778,"Saquon Barkley","RB","NYG",16,284,17.75,7.28
"25",309,"Tom Brady","QB","FA",18,280.02,15.56,7.01
"26",16373,"Amon-Ra St. Brown","WR","DET",17,278.5,16.38,9.57
"27",16236,"Jaylen Waddle","WR","MIA",18,270.5,15.03,9.59
"28",16250,"Ja'Marr Chase","WR","CIN",14,269,19.21,9.18
"29",16253,"DeVonta Smith","WR","PHI",18,268.3,14.91,8.04
"30",16339,"Rhamondre Stevenson","RB","NE",18,265.3,14.74,7.37
"31",12975,"Joe Mixon","RB","CIN",NA,NA,NA,NA
"32",14668,"Daniel Jones","QB","NYG",NA,NA,NA,NA
"33",13778,"Saquon Barkley","RB","NYG",NA,NA,NA,NA
"34",16339,"Rhamondre Stevenson","RB","NE",NA,NA,NA,NA
"35",11329,"Stefon Diggs","WR","BUF",NA,NA,NA,NA
"36",13802,"Nick Chubb","RB","CLE",NA,NA,NA,NA
"37",16824,"Chris Olave","WR","NO",NA,NA,NA,NA
"38",14673,"Josh Jacobs","RB","LV",NA,NA,NA,NA
"39",13111,"Aaron Jones","RB","GB",NA,NA,NA,NA
"40",17586,"Anthony Richardson","QB","IND",NA,NA,NA,NA
"41",12042,"Derrick Henry","RB","TEN",NA,NA,NA,NA
"42",16236,"Jaylen Waddle","WR","MIA",NA,NA,NA,NA
"43",12926,"Chris Godwin","WR","TB",NA,NA,NA,NA
"44",9380,"Keenan Allen","WR","LAC",NA,NA,NA,NA
"45",14694,"A.J. Brown","WR","PHI",NA,NA,NA,NA
"46",17603,"Bijan Robinson","RB","ATL",NA,NA,NA,NA
"47",12951,"James Conner","RB","ARI",NA,NA,NA,NA
"48",13776,"Calvin Ridley","WR","JAC",NA,NA,NA,NA
"49",16834,"Breece Hall","RB","NYJ",NA,NA,NA,NA
"50",16890,"Kenneth Walker","RB","SEA",NA,NA,NA,NA
"51",16798,"Garrett Wilson","WR","NYJ",NA,NA,NA,NA
"52",16987,"Sam Howell","QB","WAS",NA,NA,NA,NA
"53",16241,"Travis Etienne","RB","JAC",NA,NA,NA,NA
"54",15544,"Jerry Jeudy","WR","DEN",NA,NA,NA,NA
"55",16282,"Javonte Williams","RB","DEN",NA,NA,NA,NA
"56",15585,"Tee Higgins","WR","CIN",NA,NA,NA,NA
"57",13806,"Christian Kirk","WR","JAC",NA,NA,NA,NA
"58",11242,"Tyler Lockett","WR","SEA",NA,NA,NA,NA
"59",11177,"Amari Cooper","WR","CLE",NA,NA,NA,NA
"60",16246,"Najee Harris","RB","PIT",NA,NA,NA,NA
"61",13829,"Mark Andrews","TE","BAL",NA,NA,NA,NA
"62",16253,"DeVonta Smith","WR","PHI",NA,NA,NA,NA
"63",16896,"Christian Watson","WR","GB",NA,NA,NA,NA
"64",14700,"Alexander Mattison","RB","MIN",NA,NA,NA,NA
"65",10252,"Mike Evans","WR","TB",NA,NA,NA,NA
"66",16811,"Kenny Pickett","QB","PIT",NA,NA,NA,NA
"67",15522,"Jordan Love","QB","GB",NA,NA,NA,NA
"68",13758,"Baker Mayfield","QB","TB",NA,NA,NA,NA
"69",14702,"Deebo Samuel","WR","SF",NA,NA,NA,NA
"70",10311,"Jimmy Garoppolo","QB","LV",NA,NA,NA,NA
"71",16235,"Mac Jones","QB","NE",NA,NA,NA,NA
"72",15555,"J.K. Dobbins","RB","BAL",NA,NA,NA,NA
"73",17045,"Brock Purdy","QB","SF",NA,NA,NA,NA
"74",12890,"Mike Williams","WR","LAC",NA,NA,NA,NA
"75",8514,"Ryan Tannehill","QB","TEN",NA,NA,NA,NA
"76",17602,"Bryce Young","QB","CAR",NA,NA,NA,NA
"77",15604,"Jonathan Taylor","RB","IND",NA,NA,NA,NA
"78",16882,"Rachaad White","RB","TB",NA,NA,NA,NA
"79",14677,"T.J. Hockenson","TE","MIN",NA,NA,NA,NA
"80",17589,"C.J. Stroud","QB","HOU",NA,NA,NA,NA
"81",14746,"Terry McLaurin","WR","WAS",NA,NA,NA,NA
"82",16880,"Desmond Ridder","QB","ATL",NA,NA,NA,NA
"83",10242,"Brandin Cooks","WR","DAL",NA,NA,NA,NA
"84",15563,"Cam Akers","RB","LAR",NA,NA,NA,NA
"85",12096,"Michael Thomas","WR","NO",NA,NA,NA,NA
"86",6625,"Colt McCoy","QB","ARI",NA,NA,NA,NA
"87",9311,"DeAndre Hopkins","WR","TEN",NA,NA,NA,NA
"88",16823,"Drake London","WR","ATL",NA,NA,NA,NA
"89",14716,"David Montgomery","RB","DET",NA,NA,NA,NA
"90",15603,"Michael Pittman","WR","IND",NA,NA,NA,NA
"91",17029,"Isiah Pacheco","RB","KC",NA,NA,NA,NA
"92",16914,"Dameon Pierce","RB","HOU",NA,NA,NA,NA
"93",8663,"Justin Tucker","K","BAL",NA,NA,NA,NA
"94",14337,"Greg Joseph","K","MIN",NA,NA,NA,NA
"95",16839,"James Cook","RB","BUF",NA,NA,NA,NA
"96",14754,"Diontae Johnson","WR","PIT",NA,NA,NA,NA
"97",14661,"Marquise Brown","WR","ARI",NA,NA,NA,NA
"98",13764,"DJ Moore","WR","CHI",NA,NA,NA,NA
"99",15531,"Brandon Aiyuk","WR","SF",NA,NA,NA,NA
"100",15601,"D'Andre Swift","RB","PHI",NA,NA,NA,NA
"101",14745,"Miles Sanders","RB","CAR",NA,NA,NA,NA
"102",12950,"JuJu Smith-Schuster","WR","NE",NA,NA,NA,NA
"103",13977,"Jason Sanders","K","MIA",NA,NA,NA,NA
"104",16821,"Jahan Dotson","WR","WAS",NA,NA,NA,NA
"105",16251,"Kadarius Toney","WR","KC",NA,NA,NA,NA
"106",10779,"Chris Boswell","K","PIT",NA,NA,NA,NA
"107",13813,"Dallas Goedert","TE","PHI",NA,NA,NA,NA
"108",11261,"Darren Waller","TE","NYG",NA,NA,NA,NA
"109",11124,"Jason Myers","K","SEA",NA,NA,NA,NA
"110",12906,"Evan Engram","TE","JAC",NA,NA,NA,NA
"111",12611,"Wil Lutz","K","NO",NA,NA,NA,NA
"112",15412,"Chase McLaughlin","K","TB",NA,NA,NA,NA
"113",14648,"Elliott Fry","K","DEN",NA,NA,NA,NA
"114",17613,"Jordan Addison","WR","MIN",NA,NA,NA,NA
"115",13023,"George Kittle","TE","SF",NA,NA,NA,NA
"116",13040,"Jamaal Williams","RB","NO",NA,NA,NA,NA
"117",8608,"Greg Zuerlein","K","NYJ",NA,NA,NA,NA
"118",14949,"Jakobi Meyers","WR","LV",NA,NA,NA,NA
"119",14848,"Matt Gay","K","IND",NA,NA,NA,NA
"120",16875,"Brian Robinson","RB","WAS",NA,NA,NA,NA
"121",15366,"Joey Slye","K","WAS",NA,NA,NA,NA
"122",9754,"Brandon McManus","K","JAC",NA,NA,NA,NA
"123",10888,"Cairo Santos","K","CHI",NA,NA,NA,NA
"124",13947,"Daniel Carlson","K","LV",NA,NA,NA,NA
"125",16587,"Riley Patterson","K","DET",NA,NA,NA,NA
"126",15626,"Tyler Bass","K","BUF",NA,NA,NA,NA
"127",13085,"Zane Gonzalez","K","SF",NA,NA,NA,NA
"128",15627,"Gabe Davis","WR","BUF",NA,NA,NA,NA
"129",17665,"Jake Moody","K","SF",NA,NA,NA,NA
"130",16327,"Rondale Moore","WR","ARI",NA,NA,NA,NA
"131",16803,"Treylon Burks","WR","TEN",NA,NA,NA,NA
"132",13324,"Younghoe Koo","K","ATL",NA,NA,NA,NA
"133",13011,"Samaje Perine","RB","DEN",NA,NA,NA,NA
"134",16859,"George Pickens","WR","PIT",NA,NA,NA,NA
"135",6304,"Graham Gano","K","NYG",NA,NA,NA,NA
"136",10038,"Brett Maher","K","DEN",NA,NA,NA,NA
"137",15591,"Antonio Gibson","RB","WAS",NA,NA,NA,NA
"138",13035,"Jake Elliott","K","PHI",NA,NA,NA,NA
"139",14059,"Allen Lazard","WR","NYJ",NA,NA,NA,NA
"140",16281,"Nico Collins","WR","HOU",NA,NA,NA,NA
"141",13986,"Eddy Pineiro","K","CAR",NA,NA,NA,NA
"142",12937,"Zay Jones","WR","JAC",NA,NA,NA,NA
"143",4221,"Matt Prater","K","ARI",NA,NA,NA,NA
"144",13795,"Courtland Sutton","WR","DEN",NA,NA,NA,NA
"145",14836,"Hunter Renfrow","WR","LV",NA,NA,NA,NA
"146",17595,"Zay Flowers","WR","BAL",NA,NA,NA,NA
"147",16256,"Kyle Pitts","TE","ATL",NA,NA,NA,NA
"148",15568,"AJ Dillon","RB","GB",NA,NA,NA,NA
"149",13853,"Dalton Schultz","TE","HOU",NA,NA,NA,NA
"150",12347,"Ka'imi Fairbairn","K","HOU",NA,NA,NA,NA
"151",13952,"Marquez Valdes-Scantling","WR","KC",NA,NA,NA,NA
"152",17674,"Jayden Reed","WR","GB",NA,NA,NA,NA
"153",11170,"DeVante Parker","WR","NE",NA,NA,NA,NA
"154",12051,"Tyler Boyd","WR","CIN",NA,NA,NA,NA
"155",12140,"Tyler Higbee","TE","LAR",NA,NA,NA,NA
"156",16248,"Rashod Bateman","WR","BAL",NA,NA,NA,NA
"157",17688,"Chad Ryland","K","NE",NA,NA,NA,NA
"158",16929,"Cade York","K","CLE",NA,NA,NA,NA
"159",12972,"Gerald Everett","TE","LAC",NA,NA,NA,NA
"160",15658,"Darnell Mooney","WR","CHI",NA,NA,NA,NA
"161",17790,"Anders Carlson","K","GB",NA,NA,NA,NA
"162",17068,"Caleb Shudak","K","TEN",NA,NA,NA,NA
"163",13790,"DJ Chark","WR","CAR",NA,NA,NA,NA
"164",17315,"Cameron Dicker","K","LAC",NA,NA,NA,NA
"165",16457,"Evan McPherson","K","CIN",NA,NA,NA,NA
"166",17612,"Jahmyr Gibbs","RB","DET",NA,NA,NA,NA
"167",16036,"Juwan Johnson","TE","NO",NA,NA,NA,NA
"168",2359,"Washington Commanders","D/ST","WAS",NA,NA,NA,NA
"169",9338,"Robert Woods","WR","HOU",NA,NA,NA,NA
"170",16941,"Romeo Doubs","WR","GB",NA,NA,NA,NA
"171",12904,"David Njoku","TE","CLE",NA,NA,NA,NA
"172",14833,"Darius Slayton","WR","NYG",NA,NA,NA,NA
"173",17656,"Jonathan Mingo","WR","CAR",NA,NA,NA,NA
"174",16293,"Pat Freiermuth","TE","PIT",NA,NA,NA,NA
"175",2354,"Seattle Seahawks","D/ST","SEA",NA,NA,NA,NA
"176",13029,"Josh Reynolds","WR","DET",NA,NA,NA,NA
"177",9891,"Adam Thielen","WR","CAR",NA,NA,NA,NA
"178",8429,"Marvin Jones","WR","DET",NA,NA,NA,NA
"179",2347,"New Orleans Saints","D/ST","NO",NA,NA,NA,NA
"180",10310,"Jerick McKinnon","RB","KC",NA,NA,NA,NA
"181",2355,"San Francisco 49ers","D/ST","SF",NA,NA,NA,NA
"182",15564,"Van Jefferson","WR","LAR",NA,NA,NA,NA
"183",14935,"Greg Dortch","WR","ARI",NA,NA,NA,NA
"184",16853,"Greg Dulcich","TE","DEN",NA,NA,NA,NA
"185",2330,"Baltimore Ravens","D/ST","BAL",NA,NA,NA,NA
"186",15642,"Donovan Peoples-Jones","WR","CLE",NA,NA,NA,NA
"187",14471,"Jeff Wilson","RB","MIA",NA,NA,NA,NA
"188",15625,"Isaiah Hodgins","WR","NYG",NA,NA,NA,NA
"189",15695,"K.J. Osborn","WR","MIN",NA,NA,NA,NA
"190",17606,"Jaxon Smith-Njigba","WR","SEA",NA,NA,NA,NA
"191",14701,"Irv Smith","TE","CIN",NA,NA,NA,NA
"192",13788,"Michael Gallup","WR","DAL",NA,NA,NA,NA
"193",12987,"D'Onta Foreman","RB","CHI",NA,NA,NA,NA
"194",13774,"Hayden Hurst","TE","CAR",NA,NA,NA,NA
"195",2329,"Atlanta Falcons","D/ST","ATL",NA,NA,NA,NA
"196",16124,"Rodrigo Blankenship","K","TB",NA,NA,NA,NA
"197",12930,"Curtis Samuel","WR","WAS",NA,NA,NA,NA
"198",13967,"Russell Gage","WR","TB",NA,NA,NA,NA
"199",2339,"Green Bay Packers","D/ST","GB",NA,NA,NA,NA
"200",16912,"Chigoziem Okonkwo","TE","TEN",NA,NA,NA,NA
"201",9416,"Dustin Hopkins","K","LAC",NA,NA,NA,NA
"202",16849,"John Metchie","WR","HOU",NA,NA,NA,NA
"203",13008,"Mack Hollins","WR","ATL",NA,NA,NA,NA
"204",12913,"Corey Davis","WR","NYJ",NA,NA,NA,NA
"205",2345,"Minnesota Vikings","D/ST","MIN",NA,NA,NA,NA
"206",16947,"Khalil Shakir","WR","BUF",NA,NA,NA,NA
"207",10305,"Allen Robinson","WR","PIT",NA,NA,NA,NA
"208",13728,"Elijah Mitchell","RB","SF",NA,NA,NA,NA
"209",16842,"Alec Pierce","WR","IND",NA,NA,NA,NA
"210",10353,"Logan Thomas","TE","WAS",NA,NA,NA,NA
"211",16993,"Tyler Allgeier","RB","ATL",NA,NA,NA,NA
"212",11455,"Raheem Mostert","RB","MIA",NA,NA,NA,NA
"213",16361,"Chuba Hubbard","RB","CAR",NA,NA,NA,NA
"214",16552,"Khalil Herbert","RB","CHI",NA,NA,NA,NA
"215",16937,"Cade Otton","TE","TB",NA,NA,NA,NA
"216",12088,"Hunter Henry","TE","NE",NA,NA,NA,NA
"217",17593,"Quentin Johnston","WR","LAC",NA,NA,NA,NA
"218",16835,"Tyquan Thornton","WR","NE",NA,NA,NA,NA
"219",16841,"Jelani Woods","TE","IND",NA,NA,NA,NA
"220",2351,"Philadelphia Eagles","D/ST","PHI",NA,NA,NA,NA
"221",14736,"Devin Singletary","RB","HOU",NA,NA,NA,NA
"222",17243,"Rashid Shaheed","WR","NO",NA,NA,NA,NA
"223",16265,"Elijah Moore","WR","CLE",NA,NA,NA,NA
"224",9317,"Cordarrelle Patterson","RB","ATL",NA,NA,NA,NA
"225",15597,"Chase Claypool","WR","CHI",NA,NA,NA,NA
"226",17137,"Jaylen Warren","RB","PIT",NA,NA,NA,NA
"227",2352,"Pittsburgh Steelers","D/ST","PIT",NA,NA,NA,NA
"228",13980,"Tyler Conklin","TE","NYJ",NA,NA,NA,NA
"229",13124,"Harrison Butker","K","KC",NA,NA,NA,NA
"230",2334,"Cincinnati Bengals","D/ST","CIN",NA,NA,NA,NA
"231",16854,"Skyy Moore","WR","KC",NA,NA,NA,NA
"232",17617,"De'Von Achane","RB","MIA",NA,NA,NA,NA
"233",17633,"Rashee Rice","WR","KC",NA,NA,NA,NA
"234",2350,"Las Vegas Raiders","D/ST","LV",NA,NA,NA,NA
"235",16526,"Ben Skowronek","WR","LAR",NA,NA,NA,NA
"236",2349,"New York Jets","D/ST","NYJ",NA,NA,NA,NA
"237",9376,"Zach Ertz","TE","ARI",NA,NA,NA,NA
"238",14665,"Noah Fant","TE","SEA",NA,NA,NA,NA
"239",17661,"Kendre Miller","RB","NO",NA,NA,NA,NA
"240",10243,"Odell Beckham","WR","BAL",NA,NA,NA,NA
"241",2336,"Dallas Cowboys","D/ST","DAL",NA,NA,NA,NA
"242",14725,"Mecole Hardman","WR","NYJ",NA,NA,NA,NA
"243",2353,"Los Angeles Chargers","D/ST","LAC",NA,NA,NA,NA
"244",2335,"Cleveland Browns","D/ST","CLE",NA,NA,NA,NA
"245",17681,"Sam LaPorta","TE","DET",NA,NA,NA,NA
"246",14712,"Damien Harris","RB","BUF",NA,NA,NA,NA
"247",17585,"Dalton Kincaid","TE","BUF",NA,NA,NA,NA
"248",16869,"Wan'Dale Robinson","WR","NYG",NA,NA,NA,NA
"249",2358,"Tennessee Titans","D/ST","TEN",NA,NA,NA,NA
"250",2342,"Jacksonville Jaguars","D/ST","JAC",NA,NA,NA,NA
"251",2331,"Buffalo Bills","D/ST","BUF",NA,NA,NA,NA
"252",2332,"Carolina Panthers","D/ST","CAR",NA,NA,NA,NA
"253",16480,"Kenneth Gainwell","RB","PHI",NA,NA,NA,NA
"254",2346,"New England Patriots","D/ST","NE",NA,NA,NA,NA
"255",13845,"Mike Gesicki","TE","NE",NA,NA,NA,NA
"256",2333,"Chicago Bears","D/ST","CHI",NA,NA,NA,NA
"257",14734,"Dawson Knox","TE","BUF",NA,NA,NA,NA
"258",13870,"Chase Edmonds","RB","TB",NA,NA,NA,NA
"259",17486,"Zonovan Knight","RB","NYJ",NA,NA,NA,NA
"260",15573,"Cole Kmet","TE","CHI",NA,NA,NA,NA
"261",2343,"Kansas City Chiefs","D/ST","KC",NA,NA,NA,NA
"262",17676,"Luke Musgrave","TE","GB",NA,NA,NA,NA
"263",2341,"Indianapolis Colts","D/ST","IND",NA,NA,NA,NA
"264",14692,"Parris Campbell","WR","NYG",NA,NA,NA,NA
"265",2337,"Denver Broncos","D/ST","DEN",NA,NA,NA,NA
"266",13364,"Kendrick Bourne","WR","NE",NA,NA,NA,NA
"267",17413,"Malik Davis","RB","DAL",NA,NA,NA,NA
"268",13772,"Rashaad Penny","RB","PHI",NA,NA,NA,NA
"269",17634,"Michael Mayer","TE","LV",NA,NA,NA,NA
"270",2338,"Detroit Lions","D/ST","DET",NA,NA,NA,NA
"271",2356,"Los Angeles Rams","D/ST","LAR",NA,NA,NA,NA
"272",2357,"Tampa Bay Buccaneers","D/ST","TB",NA,NA,NA,NA
"273",17934,"Tanner Brown","K","LAR",NA,NA,NA,NA
"274",17020,"Ty Chandler","RB","MIN",NA,NA,NA,NA
"275",2328,"Arizona Cardinals","D/ST","ARI",NA,NA,NA,NA
"276",16292,"Joshua Palmer","WR","LAC",NA,NA,NA,NA
"277",17648,"Jalin Hyatt","WR","NYG",NA,NA,NA,NA
"278",16039,"Tony Jones","RB","DEN",NA,NA,NA,NA
"279",13915,"Cedrick Wilson","WR","MIA",NA,NA,NA,NA
"280",16192,"Nick Westbrook-Ikhine","WR","TEN",NA,NA,NA,NA
"281",11213,"Ty Montgomery","RB","NE",NA,NA,NA,NA
"282",12069,"Austin Hooper","TE","LV",NA,NA,NA,NA
"283",15567,"Josiah Deguara","TE","GB",NA,NA,NA,NA
"284",17716,"Roschon Johnson","RB","CHI",NA,NA,NA,NA
"285",16895,"Trey McBride","TE","ARI",NA,NA,NA,NA
"286",13080,"Isaiah McKenzie","WR","IND",NA,NA,NA,NA
"287",2348,"New York Giants","D/ST","NYG",NA,NA,NA,NA
"288",2344,"Miami Dolphins","D/ST","MIA",NA,NA,NA,NA
"289",2340,"Houston Texans","D/ST","HOU",NA,NA,NA,NA
"290",9504,"Latavius Murray","RB","BUF",NA,NA,NA,NA
"291",17631,"Marvin Mims","WR","DEN",NA,NA,NA,NA
"292",17759,"Deuce Vaughn","RB","DAL",NA,NA,NA,NA
"293",14191,"Gus Edwards","RB","BAL",NA,NA,NA,NA
"294",16933,"Jake Ferguson","TE","DAL",NA,NA,NA,NA
"295",15622,"Joshua Kelley","RB","LAC",NA,NA,NA,NA
"296",17625,"Tank Bigsby","RB","JAC",NA,NA,NA,NA
"297",17649,"Luke Schoonmaker","TE","DAL",NA,NA,NA,NA
"298",15558,"Laviska Shenault","WR","CAR",NA,NA,NA,NA
"299",16618,"Michael Carter","RB","NYJ",NA,NA,NA,NA
"300",16927,"Isaiah Likely","TE","BAL",NA,NA,NA,NA
