"","player_id","player_name","pos","team","games","score_total","score_avg","score_sd"
"301",17667,"Zach Charbonnet","RB","SEA",NA,NA,NA,NA
"302",16329,"Amari Rodgers","WR","IND",NA,NA,NA,NA
"303",17624,"Tyjae Spears","RB","TEN",NA,NA,NA,NA
"304",12441,"Kalif Raymond","WR","DET",NA,NA,NA,NA
"305",15548,"Zack Moss","RB","IND",NA,NA,NA,NA
"306",15539,"Clyde Edwards-Helaire","RB","KC",NA,NA,NA,NA
"307",12106,"Demarcus Robinson","WR","LAR",NA,NA,NA,NA
"308",16044,"Marquez Callaway","WR","DEN",NA,NA,NA,NA
"309",17007,"Keaontay Ingram","RB","ARI",NA,NA,NA,NA
"310",13358,"Matt Breida","RB","NYG",NA,NA,NA,NA
"311",14009,"Richie James","WR","KC",NA,NA,NA,NA
"312",15667,"Quez Watkins","WR","PHI",NA,NA,NA,NA
"313",17622,"Josh Downs","WR","IND",NA,NA,NA,NA
"314",15680,"DeeJay Dallas","RB","SEA",NA,NA,NA,NA
"315",16918,"Zamir White","RB","LV",NA,NA,NA,NA
"316",16326,"Tutu Atwell","WR","LAR",NA,NA,NA,NA
"317",13120,"Noah Brown","WR","HOU",NA,NA,NA,NA
"318",13909,"Braxton Berrios","WR","MIA",NA,NA,NA,NA
"319",16313,"Terrace Marshall","WR","CAR",NA,NA,NA,NA
"320",12058,"Sterling Shepard","WR","NYG",NA,NA,NA,NA
"321",18278,"Sean Tucker","RB","TB",NA,NA,NA,NA
"322",17756,"Chase Brown","RB","CIN",NA,NA,NA,NA
"323",13844,"Jordan Akins","TE","CLE",NA,NA,NA,NA
"324",16923,"Charlie Kolar","TE","BAL",NA,NA,NA,NA
"325",15751,"Jauan Jennings","WR","SF",NA,NA,NA,NA
"326",7401,"Randall Cobb","WR","NYJ",NA,NA,NA,NA
"327",13905,"Durham Smythe","TE","MIA",NA,NA,NA,NA
"328",14475,"Will Dissly","TE","SEA",NA,NA,NA,NA
"329",13653,"Taysom Hill","TE","NO",NA,NA,NA,NA
"330",17853,"DeWayne McBride","RB","MIN",NA,NA,NA,NA
"331",12153,"Chris Moore","WR","TEN",NA,NA,NA,NA
"332",16920,"Isaiah Spiller","RB","LAC",NA,NA,NA,NA
"333",17054,"Samori Toure","WR","GB",NA,NA,NA,NA
"334",17004,"Kyren Williams","RB","LAR",NA,NA,NA,NA
"335",6610,"Jimmy Graham","TE","NO",NA,NA,NA,NA
"336",9833,"Jonathan Williams","RB","WAS",NA,NA,NA,NA
"337",16909,"Pierre Strong","RB","NE",NA,NA,NA,NA
"338",17762,"Chris Rodriguez","RB","WAS",NA,NA,NA,NA
"339",15183,"Donald Parham","TE","LAC",NA,NA,NA,NA
"340",17627,"Tank Dell","WR","HOU",NA,NA,NA,NA
"341",15716,"Albert Okwuegbunam","TE","DEN",NA,NA,NA,NA
"342",11287,"Geoff Swaim","TE","ARI",NA,NA,NA,NA
"343",11180,"Melvin Gordon","RB","BAL",NA,NA,NA,NA
"344",16572,"Brock Wright","TE","DET",NA,NA,NA,NA
"345",16645,"Cade Johnson","WR","SEA",NA,NA,NA,NA
"346",15936,"JaMycal Hasty","RB","JAC",NA,NA,NA,NA
"347",13796,"Royce Freeman","RB","LAR",NA,NA,NA,NA
"348",15001,"Damarea Crockett","RB","NYJ",NA,NA,NA,NA
"349",16681,"Deon Jackson","RB","IND",NA,NA,NA,NA
"350",13489,"Robert Tonyan","TE","CHI",NA,NA,NA,NA
"351",15644,"Harrison Bryant","TE","CLE",NA,NA,NA,NA
"352",13024,"Jamal Agnew","WR","JAC",NA,NA,NA,NA
"353",16076,"J.J. Taylor","RB","NE",NA,NA,NA,NA
"354",11207,"Ameer Abdullah","RB","LV",NA,NA,NA,NA
"355",16324,"Dee Eskridge","WR","SEA",NA,NA,NA,NA
"356",15692,"Anthony McFarland","RB","PIT",NA,NA,NA,NA
"357",16913,"Hassan Haskins","RB","TEN",NA,NA,NA,NA
"358",16420,"Brevin Jordan","TE","HOU",NA,NA,NA,NA
"359",17767,"Trey Palmer","WR","TB",NA,NA,NA,NA
"360",16974,"Jerome Ford","RB","CLE",NA,NA,NA,NA
"361",15679,"Colby Parkinson","TE","SEA",NA,NA,NA,NA
"362",17784,"Zach Evans","RB","LAR",NA,NA,NA,NA
"363",16956,"Kyle Philips","WR","TEN",NA,NA,NA,NA
"364",14600,"KhaDarel Hodge","WR","ATL",NA,NA,NA,NA
"365",16340,"Kylen Granson","TE","IND",NA,NA,NA,NA
"366",13110,"Eric Saubert","TE","MIA",NA,NA,NA,NA
"367",13165,"Corey Clement","RB","ARI",NA,NA,NA,NA
"368",17671,"Michael Wilson","WR","ARI",NA,NA,NA,NA
"369",18321,"Cody Chrest","WR","GB",NA,NA,NA,NA
"370",13333,"Zach Pascal","WR","ARI",NA,NA,NA,NA
"371",9337,"Marquise Goodwin","WR","CLE",NA,NA,NA,NA
"372",15620,"Ke'Shawn Vaughn","RB","TB",NA,NA,NA,NA
"373",16309,"Dyami Brown","WR","WAS",NA,NA,NA,NA
"374",14930,"Trenton Irwin","WR","CIN",NA,NA,NA,NA
"375",18326,"Garett Maag","WR","MIN",NA,NA,NA,NA
"376",16430,"Noah Gray","TE","KC",NA,NA,NA,NA
"377",16863,"David Bell","WR","CLE",NA,NA,NA,NA
"378",15579,"Lynn Bowden","WR","NO",NA,NA,NA,NA
"379",15645,"Brycen Hopkins","TE","LAR",NA,NA,NA,NA
"380",13874,"Ian Thomas","TE","CAR",NA,NA,NA,NA
"381",15557,"Devin Duvernay","WR","BAL",NA,NA,NA,NA
"382",15107,"Olamide Zaccheaus","WR","PHI",NA,NA,NA,NA
"383",12974,"Jonnu Smith","TE","ATL",NA,NA,NA,NA
"384",11276,"C.J. Uzomah","TE","NYJ",NA,NA,NA,NA
"385",12887,"Mo Alie-Cox","TE","IND",NA,NA,NA,NA
"386",16921,"Calvin Austin","WR","PIT",NA,NA,NA,NA
"387",14297,"Brandon Powell","WR","MIN",NA,NA,NA,NA
"388",13851,"Justin Watson","WR","KC",NA,NA,NA,NA
"389",8735,"Cole Beasley","WR","NYG",NA,NA,NA,NA
"390",17510,"Raheem Blackshear","RB","CAR",NA,NA,NA,NA
"391",14810,"Travis Homer","RB","CHI",NA,NA,NA,NA
"392",16972,"Tyler Badie","RB","DEN",NA,NA,NA,NA
"393",16453,"Demetric Felton","RB","CLE",NA,NA,NA,NA
"394",14106,"Trent Sherfield","WR","BUF",NA,NA,NA,NA
"395",15613,"Denzel Mims","WR","DET",NA,NA,NA,NA
"396",16395,"Tre Nixon","WR","NE",NA,NA,NA,NA
"397",16488,"Shi Smith","WR","CAR",NA,NA,NA,NA
"398",17018,"Jalen Nailor","WR","MIN",NA,NA,NA,NA
"399",15251,"Steven Sims","WR","HOU",NA,NA,NA,NA
"400",16375,"Kene Nwangwu","RB","MIN",NA,NA,NA,NA
"401",15035,"Ashton Dulin","WR","IND",NA,NA,NA,NA
"402",13117,"David Moore","WR","TB",NA,NA,NA,NA
"403",9114,"Brandon Bolden","RB","LV",NA,NA,NA,NA
"404",16024,"Patrick Taylor","RB","GB",NA,NA,NA,NA
"405",13949,"Equanimeous St. Brown","WR","CHI",NA,NA,NA,NA
"406",13616,"Greg Ward","WR","PHI",NA,NA,NA,NA
"407",9410,"Kyle Juszczyk","RB","SF",NA,NA,NA,NA
"408",17200,"Kevin Austin","WR","JAC",NA,NA,NA,NA
"409",15977,"Kendall Hinton","WR","DEN",NA,NA,NA,NA
"410",16458,"Chris Evans","RB","CIN",NA,NA,NA,NA
"411",17702,"Charlie Jones","WR","CIN",NA,NA,NA,NA
"412",13581,"Dare Ogunbowale","RB","HOU",NA,NA,NA,NA
"413",13942,"Boston Scott","RB","PHI",NA,NA,NA,NA
"414",15904,"Rico Dowdle","RB","DAL",NA,NA,NA,NA
"415",16461,"Gary Brightwell","RB","NYG",NA,NA,NA,NA
"416",17345,"Jalen Virgil","WR","DEN",NA,NA,NA,NA
"417",11507,"Damiere Byrd","WR","CAR",NA,NA,NA,NA
"418",14818,"Trayveon Williams","RB","CIN",NA,NA,NA,NA
"419",15550,"Darrynton Evans","RB","BUF",NA,NA,NA,NA
"420",16964,"Montrell Washington","WR","DEN",NA,NA,NA,NA
"421",11603,"DeAndre Carter","WR","LV",NA,NA,NA,NA
"422",14767,"Justice Hill","RB","BAL",NA,NA,NA,NA
"423",15528,"Jalen Reagor","WR","MIN",NA,NA,NA,NA
"424",15705,"Tyler Huntley","QB","BAL",NA,NA,NA,NA
"425",17635,"Tre Tucker","WR","LV",NA,NA,NA,NA
"426",11167,"Phillip Dorsett","WR","LV",NA,NA,NA,NA
"427",16150,"Andre Baccellia","WR","ARI",NA,NA,NA,NA
"428",15847,"Reggie Gilliam","RB","BUF",NA,NA,NA,NA
"429",16233,"Zach Wilson","QB","NYJ",NA,NA,NA,NA
"430",13770,"Sam Darnold","QB","SF",NA,NA,NA,NA
"431",16317,"Kyle Trask","QB","TB",NA,NA,NA,NA
"432",16898,"Velus Jones","WR","CHI",NA,NA,NA,NA
"433",12694,"C.J. Ham","RB","MIN",NA,NA,NA,NA
"434",15128,"Cody Thompson","WR","SEA",NA,NA,NA,NA
"435",15133,"Jody Fortson","TE","KC",NA,NA,NA,NA
"436",17789,"Sean Clifford","QB","GB",NA,NA,NA,NA
"437",16269,"Hunter Long","TE","LAR",NA,NA,NA,NA
"438",14849,"Scott Miller","WR","ATL",NA,NA,NA,NA
"439",17167,"Jordan Mason","RB","SF",NA,NA,NA,NA
"440",14781,"Foster Moreau","TE","NO",NA,NA,NA,NA
"441",17623,"Will Levis","QB","TEN",NA,NA,NA,NA
"442",13816,"Dante Pettis","WR","CHI",NA,NA,NA,NA
"443",15577,"Bryan Edwards","WR","NO",NA,NA,NA,NA
"444",16314,"Tommy Tremble","TE","CAR",NA,NA,NA,NA
"445",17499,"Deven Thompkins","WR","TB",NA,NA,NA,NA
"446",16360,"John Bates","TE","WAS",NA,NA,NA,NA
"447",17154,"Armani Rogers","TE","WAS",NA,NA,NA,NA
"448",13819,"Tre'Quan Smith","WR","NO",NA,NA,NA,NA
"449",14328,"Byron Pringle","WR","WAS",NA,NA,NA,NA
"450",14853,"Easton Stick","QB","LAC",NA,NA,NA,NA
"451",13732,"River Cracraft","WR","MIA",NA,NA,NA,NA
"452",16932,"Daniel Bellinger","TE","NYG",NA,NA,NA,NA
"453",16469,"Simi Fehoko","WR","DAL",NA,NA,NA,NA
"454",16908,"Bailey Zappe","QB","NE",NA,NA,NA,NA
"455",13934,"Ray-Ray McCloud","WR","SF",NA,NA,NA,NA
"456",14863,"Zach Gentry","TE","PIT",NA,NA,NA,NA
"457",17502,"Kaylon Geiger","WR","TB",NA,NA,NA,NA
"458",18245,"Taylor Grimes","WR","DEN",NA,NA,NA,NA
"459",16957,"Snoop Conner","RB","JAC",NA,NA,NA,NA
"460",16620,"Mike Strachan","WR","IND",NA,NA,NA,NA
"461",16630,"Jaret Patterson","RB","WAS",NA,NA,NA,NA
"462",14278,"Godwin Igwebuike","RB","ATL",NA,NA,NA,NA
"463",15279,"Alec Ingold","RB","MIA",NA,NA,NA,NA
"464",16105,"James Robinson","RB","NYG",NA,NA,NA,NA
"465",15723,"La'Mical Perine","RB","KC",NA,NA,NA,NA
"466",11178,"Nelson Agholor","WR","BAL",NA,NA,NA,NA
"467",14185,"Mike Boone","RB","HOU",NA,NA,NA,NA
"468",14897,"Myles Gaskin","RB","MIA",NA,NA,NA,NA
"469",15621,"Joe Reed","WR","CHI",NA,NA,NA,NA
"470",16004,"Easop Winston","WR","SEA",NA,NA,NA,NA
"471",17336,"Lance McCutcheon","WR","LAR",NA,NA,NA,NA
"472",14770,"Jarrett Stidham","QB","DEN",NA,NA,NA,NA
"473",16872,"Jalen Tolbert","WR","DAL",NA,NA,NA,NA
"474",7368,"Blaine Gabbert","QB","KC",NA,NA,NA,NA
"475",11371,"Blake Bell","TE","KC",NA,NA,NA,NA
"476",12079,"Jacoby Brissett","QB","WAS",NA,NA,NA,NA
"477",13194,"Nick Mullens","QB","MIN",NA,NA,NA,NA
"478",15434,"Craig Reynolds","RB","DET",NA,NA,NA,NA
"479",15453,"D'Ernest Johnson","RB","JAC",NA,NA,NA,NA
"480",16577,"Jermar Jefferson","RB","DET",NA,NA,NA,NA
"481",14828,"Qadree Ollison","RB","JAC",NA,NA,NA,NA
"482",16259,"Trey Lance","QB","SF",NA,NA,NA,NA
"483",11184,"Marcus Mariota","QB","PHI",NA,NA,NA,NA
"484",14967,"David Blough","QB","ARI",NA,NA,NA,NA
"485",6324,"Brian Hoyer","QB","LV",NA,NA,NA,NA
"486",15260,"Jalen Guyton","WR","LAC",NA,NA,NA,NA
"487",15937,"Salvon Ahmed","RB","MIA",NA,NA,NA,NA
"488",12960,"C.J. Beathard","QB","JAC",NA,NA,NA,NA
"489",15872,"Ty'Son Williams","RB","ARI",NA,NA,NA,NA
"490",15961,"Giovanni Ricci","TE","CAR",NA,NA,NA,NA
"491",17188,"Ronnie Rivers","RB","LAR",NA,NA,NA,NA
"492",15418,"Patrick Laird","RB","TB",NA,NA,NA,NA
"493",16487,"Spencer Brown","RB","CAR",NA,NA,NA,NA
"494",16280,"Davis Mills","QB","HOU",NA,NA,NA,NA
"495",16433,"Larry Rountree","RB","LAC",NA,NA,NA,NA
"496",15704,"Jason Huntley","RB","IND",NA,NA,NA,NA
"497",17032,"Brittain Brown","RB","LV",NA,NA,NA,NA
"498",16323,"Trey Sermon","RB","PHI",NA,NA,NA,NA
"499",16417,"Luke Farrell","TE","JAC",NA,NA,NA,NA
"500",16530,"Jake Funk","RB","IND",NA,NA,NA,NA
"501",17558,"KaVontae Turpin","WR","DAL",NA,NA,NA,NA
"502",17563,"Maurice Alexander","WR","DET",NA,NA,NA,NA
"503",13927,"John Kelly","RB","CLE",NA,NA,NA,NA
"504",16748,"Nate McCrary","RB","GB",NA,NA,NA,NA
"505",17227,"Julius Chestnut","RB","TEN",NA,NA,NA,NA
"506",14275,"Tanner Hudson","TE","CIN",NA,NA,NA,NA
"507",15069,"Trinity Benson","WR","DET",NA,NA,NA,NA
"508",15614,"Devin Asiasi","TE","CIN",NA,NA,NA,NA
"509",17017,"James Mitchell","TE","DET",NA,NA,NA,NA
"510",16886,"Tyrion Davis-Price","RB","SF",NA,NA,NA,NA
"511",17034,"Zander Horvath","RB","LAC",NA,NA,NA,NA
"512",15634,"James Proche","WR","BAL",NA,NA,NA,NA
"513",16397,"Gerrid Doaks","RB","HOU",NA,NA,NA,NA
"514",16729,"Shane Zylstra","TE","DET",NA,NA,NA,NA
"515",11295,"Michael Burton","RB","DEN",NA,NA,NA,NA
"516",16654,"Quintin Morris","TE","BUF",NA,NA,NA,NA
"517",13524,"Avery Williams","RB","ATL",NA,NA,NA,NA
"518",14714,"Drew Sample","TE","CIN",NA,NA,NA,NA
"519",14958,"Stanley Morgan","WR","CIN",NA,NA,NA,NA
"520",15804,"Tyler Mabry","TE","SEA",NA,NA,NA,NA
"521",17675,"Tucker Kraft","TE","GB",NA,NA,NA,NA
"522",15455,"Gunner Olszewski","WR","PIT",NA,NA,NA,NA
"523",15641,"Tyler Davis","TE","GB",NA,NA,NA,NA
"524",15897,"Sean McKeon","TE","DAL",NA,NA,NA,NA
"525",17417,"Peyton Hendershot","TE","DAL",NA,NA,NA,NA
"526",17462,"Tanner Conner","TE","MIA",NA,NA,NA,NA
"527",13095,"Trent Taylor","WR","CIN",NA,NA,NA,NA
"528",13239,"Johnny Mundt","TE","MIN",NA,NA,NA,NA
"529",15575,"Adam Trautman","TE","DEN",NA,NA,NA,NA
"530",16212,"Dominique Dafney","TE","TB",NA,NA,NA,NA
"531",16364,"Jaelon Darden","WR","CLE",NA,NA,NA,NA
"532",17406,"Dennis Houston","WR","DAL",NA,NA,NA,NA
"533",11114,"Chris Manhertz","TE","DEN",NA,NA,NA,NA
"534",14749,"Josh Oliver","TE","MIN",NA,NA,NA,NA
"535",16427,"Seth Williams","WR","JAC",NA,NA,NA,NA
"536",16711,"Adam Prentice","RB","NO",NA,NA,NA,NA
"537",16959,"Teagan Quitoriano","TE","HOU",NA,NA,NA,NA
"538",16995,"Ko Kieft","TE","TB",NA,NA,NA,NA
"539",17011,"Trestan Ebner","RB","CHI",NA,NA,NA,NA
"540",17347,"Brandon Johnson","WR","DEN",NA,NA,NA,NA
"541",11459,"Eric Tomlinson","TE","HOU",NA,NA,NA,NA
"542",13137,"Mason Schreck","TE","HOU",NA,NA,NA,NA
"543",15616,"Dalton Keene","TE","HOU",NA,NA,NA,NA
"544",16369,"Jacob Harris","TE","JAC",NA,NA,NA,NA
"545",16691,"Tim Jones","WR","JAC",NA,NA,NA,NA
"546",16833,"Jeremy Ruckert","TE","NYJ",NA,NA,NA,NA
"547",15154,"Deonte Harty","WR","BUF",NA,NA,NA,NA
"548",16988,"Cole Turner","TE","WAS",NA,NA,NA,NA
"549",14717,"Andy Isabella","WR","BUF",NA,NA,NA,NA
"550",15629,"Isaiah Coulter","WR","BUF",NA,NA,NA,NA
"551",15711,"Dezmon Patmon","WR","BUF",NA,NA,NA,NA
"552",16911,"Erik Ezukanma","WR","MIA",NA,NA,NA,NA
"553",12334,"Alex Erickson","WR","NYJ",NA,NA,NA,NA
"554",13415,"Anthony Firkser","TE","NE",NA,NA,NA,NA
"555",15927,"Noah Togiai","TE","ARI",NA,NA,NA,NA
"556",16510,"Austin Trammell","WR","LAR",NA,NA,NA,NA
"557",16758,"C.J. Saunders","WR","CAR",NA,NA,NA,NA
"558",5541,"Matthew Slater","WR","NE",NA,NA,NA,NA
"559",14823,"KeeSean Johnson","WR","BUF",NA,NA,NA,NA
"560",15754,"Stephen Sullivan","WR","CAR",NA,NA,NA,NA
"561",15816,"Jonathan Ward","RB","TEN",NA,NA,NA,NA
"562",16418,"Jalen Camp","WR","HOU",NA,NA,NA,NA
"563",13903,"Keke Coutee","WR","MIA",NA,NA,NA,NA
"564",14411,"Cam Sims","WR","LV",NA,NA,NA,NA
"565",14709,"Miles Boykin","WR","PIT",NA,NA,NA,NA
"566",15398,"Jesper Horsted","TE","LV",NA,NA,NA,NA
"567",16142,"Cody White","WR","PIT",NA,NA,NA,NA
"568",14357,"Keith Kirkwood","WR","NO",NA,NA,NA,NA
"569",16342,"Dez Fitzpatrick","WR","PIT",NA,NA,NA,NA
"570",16971,"Connor Heyward","TE","PIT",NA,NA,NA,NA
"571",16402,"Marquez Stevenson","WR","CAR",NA,NA,NA,NA
"572",12056,"Nick Vannett","TE","HOU",NA,NA,NA,NA
"573",13261,"Keelan Cole","WR","LV",NA,NA,NA,NA
"574",14377,"Ross Dwelley","TE","SF",NA,NA,NA,NA
"575",14894,"Tommy Sweeney","TE","NYG",NA,NA,NA,NA
"576",15417,"Chris Myarick","TE","NYG",NA,NA,NA,NA
"577",13808,"James Washington","WR","NO",NA,NA,NA,NA
"578",15671,"Charlie Woerner","TE","SF",NA,NA,NA,NA
"579",15775,"Mason Kinsey","WR","TEN",NA,NA,NA,NA
"580",16973,"Michael Woods","WR","CLE",NA,NA,NA,NA
"581",15091,"Khari Blasingame","RB","CHI",NA,NA,NA,NA
"582",11398,"Jamison Crowder","WR","NYG",NA,NA,NA,NA
"583",16298,"Anthony Schwartz","WR","CLE",NA,NA,NA,NA
"584",16350,"Tylan Wallace","WR","BAL",NA,NA,NA,NA
"585",16411,"Racey McMath","WR","TEN",NA,NA,NA,NA
"586",16485,"Dax Milne","WR","WAS",NA,NA,NA,NA
"587",16887,"Danny Gray","WR","SF",NA,NA,NA,NA
"588",16986,"Grant Calcaterra","TE","PHI",NA,NA,NA,NA
"589",11217,"Chris Conley","WR","SF",NA,NA,NA,NA
"590",12182,"Jakeem Grant","WR","CLE",NA,NA,NA,NA
"591",13377,"Pharaoh Brown","TE","IND",NA,NA,NA,NA
"592",14603,"Malik Turner","WR","IND",NA,NA,NA,NA
"593",16621,"Jack Stoll","TE","PHI",NA,NA,NA,NA
"594",14266,"Vyncint Smith","WR","IND",NA,NA,NA,NA
"595",14806,"Kaden Smith","TE","WAS",NA,NA,NA,NA
"596",17573,"Josh Ali","WR","ATL",NA,NA,NA,NA
"597",15431,"Parker Hesse","TE","ATL",NA,NA,NA,NA
"598",16380,"Feleipe Franks","QB","ATL",NA,NA,NA,NA
"599",18305,"Hunter Luepke","RB","DAL",NA,NA,NA,NA
"600",16500,"Frank Darby","WR","ATL",NA,NA,NA,NA
"601",13899,"Daurice Fountain","WR","CHI",NA,NA,NA,NA
"602",14649,"Jakob Johnson","RB","LV",NA,NA,NA,NA
"603",15139,"Nsimba Webster","WR","CHI",NA,NA,NA,NA
"604",17274,"Jake Tonges","TE","CHI",NA,NA,NA,NA
"605",17991,"Henry Pearson","RB","GB",NA,NA,NA,NA
"606",15358,"Darrius Shepherd","WR","LAC",NA,NA,NA,NA
"607",17950,"Jack Colletto","RB","SF",NA,NA,NA,NA
"608",16519,"Kawaan Baker","WR","NO",NA,NA,NA,NA
